body_type,price,vat,make1,model1,short_description1_displ,km1,age1,hp1,Type1,Body_Color1,Upholstery1,Nr_of_Doors1,Nr_of_Seats1,Gearing_Type1,Displacement1,Cylinders1,Weight1,Drive_chain1,Fuel1,Consump_comb1,Consump_city1,Consump_country1,CO2_Emission1,Comfort_point1,Entertainment_point1,Extras_point1,Safety_point1,Gears1
Sedans,18980,VAT deductible,Opel,Insignia,1.6,10300.0,1.915068493150685,100.0,Used,Black,Part leather,5.0,5.0,Manual,1.6,4.0,1503.0,front,Diesel,4.2,4.2,4.2,126.0,18.0,6.0,3.0,20.0,6.0
Station wagon,18950,VAT deductible,Opel,Insignia,1.5,19043.0,1.83013698630137,103.0,Employee's car,Grey,Full leather,4.0,5.0,Manual,1.5,,,,Gasoline,5.7,5.7,5.7,130.0,19.0,6.0,6.0,19.0,
Station wagon,18950,,Opel,Insignia,,24987.0,1.4191780821917808,125.0,Used,Grey,Cloth,5.0,5.0,Manual,2.0,4.0,,rear,Diesel,5.8,5.8,5.8,15.0,20.0,6.0,2.0,13.0,6.0
Station wagon,19995,,Opel,Insignia,1.6,20000.0,1.83013698630137,100.0,Used,White,,5.0,5.0,Manual,1.6,4.0,2080.0,,Diesel,4.5,4.5,4.5,119.0,2.0,,,3.0,6.0
Station wagon,19999,VAT deductible,Opel,Insignia,1.5,19900.0,1.915068493150685,103.0,Employee's car,Black,Cloth,5.0,5.0,Manual,1.5,4.0,1487.0,front,Gasoline,6.0,6.0,6.0,136.0,19.0,4.0,4.0,15.0,6.0
Station wagon,19749,VAT deductible,Opel,Insignia,,11850.0,1.5863013698630137,121.0,Used,Grey,Cloth,4.0,5.0,Manual,1.5,,,,Gasoline,6.1,6.1,6.1,139.0,19.0,5.0,3.0,15.0,
Sedans,20380,VAT deductible,Opel,Insignia,1.5,23833.0,1.5863013698630137,121.0,Used,Grey,Cloth,5.0,5.0,Manual,1.5,,,,Gasoline,6.0,6.0,6.0,14.0,21.0,3.0,1.0,20.0,6.0
Station wagon,20490,VAT deductible,Opel,Insignia,,28450.0,1.915068493150685,125.0,Used,Black,Part leather,4.0,5.0,Manual,2.0,,,,Diesel,5.3,5.3,5.3,139.0,22.0,5.0,5.0,20.0,
Sedans,20489,VAT deductible,Opel,Insignia,1.6,21172.0,1.7534246575342465,100.0,Used,Grey,Part leather,5.0,5.0,Manual,1.6,,,,Diesel,4.3,4.3,4.3,114.0,19.0,5.0,2.0,18.0,6.0
Station wagon,20550,VAT deductible,Opel,Insignia,1.5,29150.0,1.6684931506849314,121.0,Used,Grey,Part leather,5.0,5.0,Manual,1.5,,,,Gasoline,5.8,5.8,5.8,133.0,22.0,5.0,3.0,18.0,6.0
Station wagon,20500,,Opel,Insignia,1.6,1501.0,1.167123287671233,100.0,Used,White,,5.0,5.0,Manual,1.6,4.0,1537.0,,Diesel,4.5,4.5,4.5,119.0,,,,,6.0
Station wagon,19995,VAT deductible,Opel,Insignia,1.5,21800.0,1.83013698630137,103.0,Used,Blue,Full leather,4.0,5.0,Manual,1.5,4.0,,front,Gasoline,6.0,6.0,6.0,136.0,22.0,6.0,5.0,22.0,6.0
Sedans,20512,,Opel,Insignia,1.6,,,81.0,New,,,5.0,5.0,Manual,1.6,4.0,1441.0,front,Diesel,4.0,4.0,4.0,,,,,,6.0
Station wagon,20950,VAT deductible,Opel,Insignia,1.5,9206.0,1.4191780821917808,103.0,Demonstration,Black,Cloth,5.0,5.0,Manual,1.5,4.0,1487.0,front,Gasoline,5.8,5.8,5.8,13.0,15.0,5.0,4.0,14.0,6.0
Station wagon,21480,VAT deductible,Opel,Insignia,1.5,28707.0,1.5013698630136987,121.0,Used,Grey,Cloth,5.0,5.0,Manual,1.5,4.0,1487.0,front,Gasoline,6.1,6.1,6.1,139.0,22.0,6.0,3.0,21.0,6.0
Station wagon,20950,VAT deductible,Opel,Insignia,1.5,13200.0,1.83013698630137,103.0,Used,Red,Cloth,5.0,5.0,Manual,1.5,4.0,1487.0,front,Gasoline,6.0,6.0,6.0,136.0,17.0,5.0,6.0,16.0,6.0
Station wagon,21550,VAT deductible,Opel,Insignia,2.0,25150.0,1.5013698630136987,125.0,Used,Grey,Part leather,5.0,5.0,Manual,2.0,,,,Diesel,5.6,5.6,5.6,148.0,22.0,5.0,3.0,17.0,6.0
Station wagon,21540,VAT deductible,Opel,Insignia,1.5,29100.0,1.915068493150685,121.0,Used,Grey,Part leather,5.0,5.0,Manual,1.5,,,,Gasoline,6.1,6.1,6.1,139.0,24.0,5.0,2.0,19.0,6.0
Station wagon,21520,,Opel,Insignia,1.5,15300.0,1.6684931506849314,103.0,Employee's car,Silver,Cloth,5.0,5.0,Manual,1.5,,,front,Gasoline,,,,,20.0,5.0,4.0,15.0,6.0
Sedans,20990,VAT deductible,Opel,Insignia,,13900.0,1.83013698630137,125.0,Used,Blue,Full leather,4.0,5.0,Manual,2.0,,,,Diesel,5.2,5.2,5.2,136.0,25.0,5.0,3.0,18.0,
Sedans,20990,VAT deductible,Opel,Insignia,1.5,23037.0,1.4191780821917808,121.0,Used,Grey,Part leather,4.0,5.0,Manual,1.5,,,,Gasoline,6.0,6.0,6.0,136.0,22.0,5.0,5.0,21.0,
Sedans,20990,VAT deductible,Opel,Insignia,,23820.0,1.2493150684931507,125.0,Used,Black,Part leather,4.0,5.0,Manual,2.0,,,,Diesel,5.2,5.2,5.2,136.0,18.0,6.0,2.0,16.0,
Station wagon,20989,VAT deductible,Opel,Insignia,1.5,18026.0,1.5013698630136987,121.0,Used,Grey,Part leather,5.0,5.0,Manual,1.5,,,,Gasoline,5.8,5.8,5.8,137.0,19.0,6.0,3.0,18.0,6.0
Station wagon,20986,VAT deductible,Opel,Insignia,,25396.0,1.6684931506849314,121.0,Employee's car,Black,Part leather,4.0,5.0,Manual,1.5,4.0,,front,Gasoline,6.1,6.1,6.1,139.0,21.0,3.0,4.0,16.0,6.0
Station wagon,20990,VAT deductible,Opel,Insignia,1.5,18174.0,1.915068493150685,103.0,Used,Silver,Cloth,4.0,5.0,Manual,1.5,4.0,,front,Gasoline,6.0,6.0,6.0,136.0,19.0,6.0,3.0,19.0,6.0
Station wagon,20990,VAT deductible,Opel,Insignia,1.5,24622.0,1.83013698630137,121.0,Used,White,Part leather,4.0,5.0,Manual,1.5,,,,Gasoline,6.4,6.4,6.4,149.0,22.0,5.0,4.0,18.0,
Station wagon,20980,VAT deductible,Opel,Insignia,1.5,27895.0,1.83013698630137,121.0,Used,Black,Cloth,5.0,5.0,Manual,1.5,,1487.0,,Gasoline,6.1,6.1,6.1,139.0,22.0,6.0,5.0,18.0,6.0
Sedans,21325,VAT deductible,Opel,Insignia,,24900.0,1.7534246575342465,125.0,Used,Black,Part leather,5.0,5.0,Manual,2.0,4.0,,front,Diesel,,,,,19.0,6.0,5.0,18.0,6.0
Sedans,21300,VAT deductible,Opel,Insignia,1.5,,,103.0,New,,Cloth,5.0,5.0,Manual,1.5,4.0,1441.0,front,Gasoline,5.5,5.5,5.5,126.0,7.0,1.0,1.0,9.0,6.0
Sedans,21300,VAT deductible,Opel,Insignia,1.5,,,103.0,New,,Cloth,5.0,5.0,Manual,1.5,4.0,1441.0,front,Gasoline,5.5,5.5,5.5,126.0,7.0,1.0,1.0,9.0,6.0
Station wagon,21150,VAT deductible,Opel,Insignia,1.5,29600.0,1.915068493150685,121.0,Used,White,Cloth,4.0,5.0,Manual,1.5,4.0,,front,Gasoline,5.8,5.8,5.8,133.0,20.0,5.0,3.0,17.0,6.0
Sedans,21290,VAT deductible,Opel,Insignia,1.5,24800.0,1.4191780821917808,121.0,Used,Blue,Cloth,4.0,5.0,Manual,1.5,4.0,1440.0,,Gasoline,6.0,6.0,6.0,136.0,14.0,3.0,2.0,11.0,6.0
Sedans,21280,VAT deductible,Opel,Insignia,1.5,21800.0,1.6684931506849314,121.0,Used,Grey,Part leather,5.0,5.0,Manual,1.5,4.0,1472.0,front,Gasoline,6.1,6.1,6.1,138.0,27.0,6.0,7.0,23.0,6.0
Station wagon,21500,VAT deductible,Opel,Insignia,,29350.0,1.83013698630137,121.0,Used,Silver,Cloth,4.0,5.0,Manual,1.5,,,,Gasoline,6.1,6.1,6.1,139.0,21.0,5.0,4.0,15.0,
Station wagon,21250,VAT deductible,Opel,Insignia,1.5,29500.0,1.915068493150685,121.0,Used,Brown,Part leather,5.0,5.0,Manual,1.5,4.0,1487.0,front,Gasoline,6.1,6.1,6.1,139.0,26.0,5.0,7.0,21.0,6.0
Station wagon,21500,VAT deductible,Opel,Insignia,,24198.0,1.6684931506849314,121.0,Used,Black,Cloth,5.0,5.0,Manual,1.5,4.0,1487.0,,Gasoline,5.8,5.8,5.8,133.0,23.0,6.0,2.0,18.0,6.0
Station wagon,21495,VAT deductible,Opel,Insignia,1.5,14000.0,1.3342465753424657,121.0,Used,Grey,Part leather,5.0,5.0,Manual,1.5,4.0,1462.0,,Gasoline,5.8,5.8,5.8,133.0,21.0,7.0,6.0,15.0,6.0
Station wagon,21490,VAT deductible,Opel,Insignia,,31569.0,1.5013698630136987,121.0,Used,Grey,Part leather,5.0,5.0,Manual,1.5,,,,Gasoline,5.6,5.6,5.6,128.0,20.0,5.0,2.0,18.0,6.0
Station wagon,21495,VAT deductible,Opel,Insignia,1.5,10355.0,1.7534246575342465,121.0,Employee's car,White,Cloth,4.0,5.0,Manual,1.5,4.0,,front,Gasoline,6.1,6.1,6.1,139.0,23.0,6.0,4.0,17.0,6.0
Station wagon,21490,VAT deductible,Opel,Insignia,1.5,8201.0,1.7534246575342465,103.0,Used,Grey,Cloth,5.0,5.0,Manual,1.5,4.0,1487.0,front,Gasoline,6.0,6.0,6.0,136.0,20.0,5.0,4.0,18.0,6.0
Station wagon,21490,VAT deductible,Opel,Insignia,,20400.0,1.6684931506849314,103.0,Used,Silver,,5.0,5.0,Manual,1.5,,,,Gasoline,,,,,19.0,4.0,1.0,14.0,
Station wagon,21490,VAT deductible,Opel,Insignia,2.0,30272.0,1.6684931506849314,125.0,Used,Silver,Cloth,5.0,5.0,Manual,2.0,4.0,1633.0,front,Diesel,5.6,5.6,5.6,139.0,21.0,6.0,5.0,19.0,6.0
Sedans,21490,VAT deductible,Opel,Insignia,,5418.0,1.082191780821918,121.0,Used,Grey,Part leather,4.0,5.0,Manual,1.5,,,front,Gasoline,5.7,5.7,5.7,13.0,21.0,6.0,3.0,19.0,6.0
Station wagon,21490,,Opel,Insignia,1.5,20500.0,1.6684931506849314,103.0,Employee's car,White,Part leather,5.0,5.0,Manual,1.5,4.0,1487.0,front,Gasoline,5.8,5.8,5.8,13.0,22.0,5.0,6.0,15.0,6.0
Sedans,21490,VAT deductible,Opel,Insignia,1.5,28932.0,1.4191780821917808,121.0,Used,Black,Cloth,5.0,5.0,Manual,1.5,,,,Gasoline,6.0,6.0,6.0,136.0,20.0,4.0,2.0,19.0,6.0
Station wagon,21480,,Opel,Insignia,,14800.0,1.5013698630136987,121.0,Used,Black,Part leather,5.0,5.0,Manual,1.5,4.0,1487.0,front,Gasoline,5.8,5.8,5.8,133.0,23.0,7.0,8.0,25.0,6.0
Station wagon,21480,VAT deductible,Opel,Insignia,1.5,28800.0,1.915068493150685,121.0,Used,Silver,Part leather,5.0,5.0,Manual,1.5,4.0,1522.0,front,Gasoline,6.2,6.2,6.2,141.0,27.0,6.0,9.0,22.0,6.0
Sedans,21480,VAT deductible,Opel,Insignia,2.0,11298.0,1.7534246575342465,125.0,Used,Red,Full leather,4.0,5.0,Manual,2.0,,,,Diesel,5.2,5.2,5.2,136.0,19.0,5.0,2.0,19.0,
Station wagon,20980,,Opel,Insignia,1.5,22500.0,1.6684931506849314,103.0,Employee's car,Silver,Cloth,5.0,5.0,Manual,1.5,4.0,1487.0,front,Gasoline,5.8,5.8,5.8,13.0,23.0,5.0,3.0,19.0,6.0
Station wagon,20980,VAT deductible,Opel,Insignia,2.0,23200.0,1.83013698630137,125.0,Used,Silver,Part leather,5.0,5.0,Manual,2.0,4.0,1633.0,front,Diesel,5.6,5.6,5.6,148.0,24.0,6.0,6.0,21.0,6.0
Sedans,21489,VAT deductible,Opel,Insignia,1.5,11120.0,1.3342465753424657,121.0,Used,Black,Part leather,5.0,5.0,Manual,1.5,,,,Gasoline,5.7,5.7,5.7,130.0,19.0,6.0,2.0,18.0,6.0
Station wagon,20980,VAT deductible,Opel,Insignia,1.5,29397.0,1.6684931506849314,121.0,Used,Silver,Cloth,5.0,5.0,Manual,1.5,,,,Gasoline,6.1,6.1,6.1,145.0,21.0,5.0,2.0,20.0,6.0
Station wagon,20980,VAT deductible,Opel,Insignia,2.0,21279.0,1.5863013698630137,125.0,Used,Grey,Part leather,4.0,5.0,Manual,2.0,,,,Diesel,5.3,5.3,5.3,139.0,22.0,5.0,2.0,19.0,
Station wagon,20980,VAT deductible,Opel,Insignia,1.5,28990.0,1.5013698630136987,121.0,Used,Black,Part leather,5.0,5.0,Manual,1.5,4.0,1487.0,front,Gasoline,6.1,6.1,6.1,139.0,24.0,6.0,5.0,19.0,6.0
Sedans,20980,,Opel,Insignia,,13500.0,1.83013698630137,103.0,Used,Silver,Cloth,4.0,5.0,Manual,1.5,,,,Gasoline,5.9,5.9,5.9,133.0,22.0,5.0,3.0,19.0,
Van,20980,VAT deductible,Opel,Insignia,1.5,23726.0,1.6684931506849314,121.0,Employee's car,Grey,Cloth,5.0,5.0,Manual,1.5,4.0,,front,Gasoline,,,,,4.0,1.0,2.0,7.0,6.0
Station wagon,20980,VAT deductible,Opel,Insignia,2.0,13890.0,1.83013698630137,125.0,Used,Grey,Cloth,5.0,5.0,Manual,2.0,4.0,,front,Diesel,,,,,17.0,7.0,4.0,16.0,6.0
Sedans,20980,VAT deductible,Opel,Insignia,2.0,27300.0,1.7534246575342465,125.0,Used,Grey,Cloth,5.0,5.0,Manual,2.0,4.0,1582.0,front,Diesel,5.5,5.5,5.5,144.0,23.0,6.0,5.0,24.0,6.0
Station wagon,20980,VAT deductible,Opel,Insignia,2.0,28650.0,1.3342465753424657,125.0,Employee's car,Black,Part leather,5.0,5.0,Manual,2.0,4.0,1633.0,front,Diesel,5.6,5.6,5.6,148.0,25.0,6.0,7.0,21.0,6.0
Sedans,21001,,Opel,Insignia,1.5,,,103.0,New,,,5.0,5.0,Manual,1.5,4.0,1441.0,front,Gasoline,5.0,5.0,5.0,,,,,,6.0
Sedans,21001,,Opel,Insignia,1.5,,,103.0,New,,,5.0,5.0,Manual,1.5,4.0,1441.0,front,Gasoline,5.0,5.0,5.0,,,,,,6.0
Station wagon,21000,VAT deductible,Opel,Insignia,1.6,5.0,1.2493150684931507,100.0,Pre-registered,White,Cloth,5.0,5.0,Manual,1.6,4.0,1487.0,front,Diesel,4.5,4.5,4.5,129.0,9.0,6.0,2.0,12.0,6.0
Station wagon,20999,VAT deductible,Opel,Insignia,1.5,22375.0,1.7534246575342465,103.0,Used,Grey,Cloth,5.0,,Manual,1.5,4.0,,,Gasoline,,,,,11.0,3.0,1.0,7.0,6.0
Station wagon,20999,VAT deductible,Opel,Insignia,,3030.0,1.83013698630137,103.0,Used,White,Cloth,4.0,5.0,Manual,1.5,,,,Gasoline,5.8,5.8,5.8,13.0,18.0,5.0,4.0,17.0,
Sedans,20999,VAT deductible,Opel,Insignia,1.5,17875.0,1.83013698630137,103.0,Used,Blue,Cloth,5.0,,Manual,1.5,4.0,,,Gasoline,,,,,12.0,3.0,1.0,8.0,6.0
Station wagon,20990,VAT deductible,Opel,Insignia,,29023.0,1.6684931506849314,125.0,Employee's car,Black,Cloth,4.0,5.0,Manual,2.0,,,,Diesel,5.3,5.3,5.3,139.0,21.0,5.0,4.0,20.0,
Station wagon,20999,VAT deductible,Opel,Insignia,,9920.0,1.7534246575342465,103.0,Used,Grey,Part leather,4.0,5.0,Manual,1.5,,,,Gasoline,6.0,6.0,6.0,136.0,21.0,6.0,3.0,16.0,
Sedans,20990,VAT deductible,Opel,Insignia,1.5,24279.0,1.7534246575342465,121.0,Used,Silver,Cloth,5.0,5.0,Manual,1.5,4.0,,front,Gasoline,6.0,6.0,6.0,136.0,21.0,5.0,3.0,19.0,6.0
Sedans,20990,VAT deductible,Opel,Insignia,1.6,24980.0,1.7534246575342465,100.0,Used,Grey,Part leather,5.0,5.0,Manual,1.6,4.0,,front,Diesel,,,,,18.0,6.0,2.0,14.0,6.0
Station wagon,20990,VAT deductible,Opel,Insignia,1.5,20000.0,1.7534246575342465,103.0,Employee's car,Grey,Cloth,5.0,5.0,Manual,1.5,,1487.0,front,Gasoline,5.8,5.8,5.8,13.0,17.0,4.0,3.0,14.0,6.0
Station wagon,20990,VAT deductible,Opel,Insignia,1.5,24853.0,1.6684931506849314,121.0,Used,Black,Part leather,4.0,5.0,Manual,1.5,,,,Gasoline,5.8,5.8,5.8,133.0,21.0,5.0,6.0,22.0,
Sedans,21480,VAT deductible,Opel,Insignia,2.0,15400.0,1.5863013698630137,125.0,Used,Grey,Full leather,5.0,5.0,Manual,2.0,4.0,1582.0,front,Diesel,5.5,5.5,5.5,144.0,24.0,6.0,6.0,24.0,6.0
Station wagon,21470,,Opel,Insignia,1.6,30200.0,1.6684931506849314,100.0,Used,Grey,Cloth,5.0,5.0,Manual,1.6,,,front,Diesel,4.5,4.5,4.5,119.0,14.0,2.0,3.0,8.0,6.0
Station wagon,21450,VAT deductible,Opel,Insignia,,18121.0,1.5863013698630137,103.0,Used,Black,Cloth,5.0,5.0,Manual,1.5,4.0,,,Gasoline,5.8,,,13.0,22.0,4.0,3.0,16.0,6.0
Station wagon,20960,VAT deductible,Opel,Insignia,2.0,35304.0,1.6684931506849314,125.0,Used,Grey,Cloth,5.0,5.0,Manual,2.0,4.0,1633.0,front,Diesel,5.6,5.6,5.6,148.0,23.0,5.0,4.0,19.0,6.0
Sedans,21450,VAT deductible,Opel,Insignia,1.5,25000.0,1.915068493150685,121.0,Used,Grey,Part leather,5.0,5.0,Manual,1.5,4.0,,front,Gasoline,,,,,20.0,6.0,3.0,19.0,6.0
Station wagon,21450,VAT deductible,Opel,Insignia,,29200.0,1.5013698630136987,121.0,Employee's car,Black,Part leather,4.0,5.0,Manual,1.5,,,,Gasoline,6.1,6.1,6.1,139.0,23.0,6.0,5.0,18.0,
Station wagon,21450,VAT deductible,Opel,Insignia,1.5,29143.0,1.83013698630137,121.0,Used,Grey,Part leather,4.0,5.0,Manual,1.5,,,,Gasoline,6.1,6.1,6.1,138.0,22.0,5.0,5.0,19.0,
Sedans,20970,VAT deductible,Opel,Insignia,1.5,24721.0,1.5013698630136987,121.0,Used,Grey,Cloth,5.0,5.0,Manual,1.5,4.0,1441.0,front,Gasoline,6.0,6.0,6.0,136.0,22.0,6.0,3.0,20.0,6.0
Sedans,20960,VAT deductible,Opel,Insignia,2.0,28540.0,1.5013698630136987,125.0,Used,Grey,Part leather,4.0,5.0,Manual,2.0,4.0,,front,Diesel,5.5,5.5,5.5,145.0,22.0,6.0,3.0,21.0,6.0
Sedans,21450,VAT deductible,Opel,Insignia,2.0,12400.0,1.915068493150685,125.0,Used,Grey,Cloth,5.0,5.0,Manual,2.0,4.0,1582.0,front,Diesel,5.5,5.5,5.5,144.0,21.0,6.0,3.0,18.0,6.0
Station wagon,20960,VAT deductible,Opel,Insignia,1.5,8900.0,1.6684931506849314,103.0,Used,Black,Cloth,5.0,5.0,Manual,1.5,4.0,1487.0,front,Gasoline,6.0,6.0,6.0,136.0,17.0,7.0,5.0,19.0,6.0
Sedans,21450,VAT deductible,Opel,Insignia,1.5,21664.0,1.4191780821917808,121.0,Used,Grey,Cloth,5.0,5.0,Manual,1.5,4.0,1472.0,,Gasoline,5.7,5.7,5.7,130.0,20.0,5.0,3.0,19.0,6.0
Station wagon,21425,VAT deductible,Opel,Insignia,2.0,24500.0,1.83013698630137,125.0,Used,Brown,Part leather,5.0,5.0,Manual,2.0,4.0,,front,Diesel,,,,,18.0,6.0,6.0,18.0,6.0
Station wagon,20950,VAT deductible,Opel,Insignia,1.5,19061.0,1.6684931506849314,121.0,Used,Grey,Part leather,4.0,5.0,Manual,1.5,4.0,,front,Gasoline,5.8,5.8,5.8,133.0,22.0,5.0,6.0,19.0,6.0
Station wagon,20979,VAT deductible,Opel,Insignia,1.5,28827.0,1.915068493150685,121.0,Used,Green,Part leather,4.0,5.0,Manual,1.5,,,,Gasoline,6.1,6.1,6.1,139.0,23.0,7.0,5.0,19.0,
Station wagon,20990,VAT deductible,Opel,Insignia,1.5,29402.0,1.6684931506849314,121.0,Employee's car,Grey,Cloth,4.0,,Manual,1.5,,,,Gasoline,6.1,6.1,6.1,139.0,16.0,5.0,2.0,16.0,
Station wagon,20950,VAT deductible,Opel,Insignia,1.5,9990.0,1.082191780821918,103.0,Employee's car,Grey,Cloth,5.0,5.0,Manual,1.5,,,,Gasoline,5.8,5.8,5.8,13.0,15.0,4.0,1.0,15.0,6.0
Station wagon,21440,VAT deductible,Opel,Insignia,2.0,29970.0,1.3342465753424657,125.0,Used,Grey,Cloth,4.0,5.0,Manual,2.0,4.0,,front,Diesel,5.4,5.4,5.4,14.0,21.0,5.0,3.0,18.0,6.0
Sedans,21425,VAT deductible,Opel,Insignia,2.0,24100.0,1.5863013698630137,125.0,Used,Grey,Part leather,5.0,5.0,Manual,2.0,4.0,,front,Diesel,,,,,19.0,6.0,5.0,19.0,6.0
Sedans,21390,VAT deductible,Opel,Insignia,1.5,24753.0,1.7534246575342465,121.0,Used,Silver,Cloth,5.0,5.0,Manual,1.5,4.0,,front,Gasoline,6.0,6.0,6.0,136.0,20.0,5.0,3.0,18.0,6.0
Station wagon,21389,VAT deductible,Opel,Insignia,1.5,22764.0,1.915068493150685,121.0,Used,Green,Cloth,4.0,5.0,Manual,1.5,,,,Gasoline,6.1,6.1,6.1,139.0,22.0,6.0,5.0,18.0,
Station wagon,21425,VAT deductible,Opel,Insignia,2.0,24600.0,1.83013698630137,125.0,Used,Green,Part leather,5.0,5.0,Manual,2.0,4.0,,front,Diesel,,,,,18.0,6.0,6.0,18.0,6.0
Sedans,21365,VAT deductible,Opel,Insignia,1.5,,,103.0,New,Blue,Cloth,,5.0,Manual,,,,front,Gasoline,6.1,6.1,6.1,136.0,15.0,4.0,2.0,14.0,6.0
Sedans,21425,VAT deductible,Opel,Insignia,2.0,25300.0,1.6684931506849314,125.0,Used,Grey,Part leather,5.0,5.0,Manual,2.0,4.0,,front,Diesel,,,,,19.0,6.0,5.0,20.0,6.0
Station wagon,21380,VAT deductible,Opel,Insignia,2.0,25420.0,1.4191780821917808,125.0,Used,Black,Cloth,4.0,5.0,Manual,2.0,4.0,,front,Diesel,5.4,5.4,5.4,14.0,21.0,5.0,3.0,18.0,6.0
Station wagon,21350,VAT deductible,Opel,Insignia,,27000.0,1.5013698630136987,125.0,Used,Grey,Part leather,4.0,5.0,Manual,2.0,,,,Diesel,5.6,5.6,5.6,148.0,22.0,5.0,5.0,19.0,
Station wagon,21350,VAT deductible,Opel,Insignia,1.5,29100.0,1.5013698630136987,121.0,Used,Grey,Cloth,4.0,5.0,Manual,1.5,4.0,1487.0,,Gasoline,6.1,6.1,6.1,139.0,14.0,3.0,3.0,11.0,6.0
Sedans,20950,VAT deductible,Opel,Insignia,1.5,16700.0,1.83013698630137,103.0,Used,Brown,Cloth,5.0,5.0,Manual,1.5,4.0,,,Gasoline,,,,,17.0,4.0,3.0,14.0,6.0
Station wagon,20950,VAT deductible,Opel,Insignia,1.5,17700.0,1.83013698630137,121.0,Used,White,Cloth,5.0,5.0,Manual,1.5,4.0,1487.0,front,Gasoline,5.8,5.8,5.8,133.0,16.0,5.0,6.0,16.0,6.0
Sedans,20950,VAT deductible,Opel,Insignia,,15900.0,1.915068493150685,103.0,Used,White,Part leather,4.0,5.0,Manual,1.5,,,,Gasoline,,,,,17.0,6.0,4.0,18.0,6.0
Station wagon,20950,VAT deductible,Opel,Insignia,1.5,28100.0,1.5013698630136987,121.0,Used,Grey,Cloth,4.0,5.0,Manual,1.5,4.0,1487.0,,Gasoline,6.1,6.1,6.1,139.0,14.0,3.0,3.0,11.0,6.0
Station wagon,20950,VAT deductible,Opel,Insignia,2.0,36500.0,1.6684931506849314,125.0,Used,Grey,Cloth,5.0,5.0,Manual,2.0,4.0,1633.0,front,Diesel,5.6,5.6,5.6,148.0,23.0,6.0,6.0,21.0,6.0
Station wagon,20940,VAT deductible,Opel,Insignia,1.5,17342.0,1.83013698630137,103.0,Used,Grey,Cloth,5.0,5.0,Manual,1.5,4.0,1487.0,front,Gasoline,6.0,6.0,6.0,136.0,15.0,4.0,4.0,17.0,6.0
Station wagon,20900,,Opel,Insignia,1.6,4000.0,1.2493150684931507,100.0,Used,White,,5.0,5.0,Manual,1.6,4.0,1537.0,,Diesel,4.5,4.5,4.5,119.0,,,,,6.0
Station wagon,20950,VAT deductible,Opel,Insignia,2.0,29304.0,1.3342465753424657,125.0,Employee's car,Grey,Cloth,4.0,5.0,Manual,1.5,,,,Diesel,5.7,5.7,5.7,130.0,20.0,5.0,6.0,20.0,
Sedans,20900,,Opel,Insignia,1.6,15504.0,1.915068493150685,100.0,Used,Grey,,5.0,5.0,Manual,,,,,Diesel,,,,,,,,,6.0
Sedans,20900,,Opel,Insignia,1.6,15504.0,1.915068493150685,100.0,Used,Grey,,5.0,5.0,Manual,,,,,Diesel,,,,,,,,,6.0
Station wagon,20900,,Opel,Insignia,2.0,19900.0,1.6684931506849314,125.0,Used,Grey,,5.0,5.0,Manual,2.0,4.0,1633.0,,Diesel,,,,,,,,,6.0
Sedans,20900,VAT deductible,Opel,Insignia,,14500.0,1.915068493150685,100.0,Used,Grey,Cloth,5.0,5.0,Manual,1.6,4.0,1503.0,front,Diesel,4.2,4.2,4.2,126.0,10.0,2.0,1.0,14.0,6.0
Compact,20900,,Opel,Insignia,,1.0,1.4191780821917808,100.0,Used,White,,5.0,5.0,Manual,1.6,4.0,,,Diesel,,,,,,,,,6.0
Sedans,20900,VAT deductible,Opel,Insignia,,24000.0,1.83013698630137,103.0,Used,Blue,Full leather,4.0,5.0,Manual,1.5,4.0,,front,Gasoline,5.9,5.9,5.9,133.0,21.0,7.0,4.0,18.0,6.0
Other,20900,,Opel,Insignia,1.6,17665.0,1.7534246575342465,100.0,Used,,,5.0,5.0,Manual,1.6,4.0,1503.0,,Diesel,4.3,4.3,4.3,114.0,,,,,6.0
Station wagon,20900,VAT deductible,Opel,Insignia,,24000.0,1.83013698630137,103.0,Used,Grey,Full leather,4.0,5.0,Manual,1.5,4.0,,front,Gasoline,6.0,6.0,6.0,136.0,21.0,8.0,5.0,17.0,6.0
Station wagon,20350,VAT deductible,Opel,Insignia,1.5,18106.0,1.3342465753424657,121.0,Employee's car,Grey,Cloth,4.0,5.0,Manual,1.5,,,,Gasoline,6.2,6.2,6.2,141.0,22.0,5.0,4.0,20.0,
Sedans,20900,VAT deductible,Opel,Insignia,2.0,25000.0,1.5013698630136987,125.0,Used,Grey,Part leather,4.0,5.0,Manual,2.0,4.0,,front,Diesel,5.5,5.5,5.5,145.0,22.0,6.0,3.0,21.0,6.0
Sedans,20500,,Opel,Insignia,1.6,35000.0,1.83013698630137,100.0,Used,Grey,,5.0,5.0,Manual,1.6,4.0,1440.0,,Diesel,4.3,4.3,4.3,114.0,20.0,7.0,4.0,19.0,6.0
Station wagon,20350,VAT deductible,Opel,Insignia,1.5,19460.0,1.5013698630136987,121.0,Employee's car,Grey,Part leather,4.0,5.0,Manual,1.5,,,,Gasoline,5.7,5.7,5.7,130.0,20.0,6.0,5.0,19.0,
Sedans,21330,VAT deductible,Opel,Insignia,2.0,12700.0,1.915068493150685,125.0,Used,Blue,Full leather,5.0,5.0,Manual,2.0,4.0,,front,Diesel,,,,,17.0,6.0,1.0,14.0,6.0
