body_type,price,vat,make1,model1,short_description1_displ,km1,age1,hp1,Type1,Body_Color1,Upholstery1,Nr_of_Doors1,Nr_of_Seats1,Gearing_Type1,Displacement1,Cylinders1,Weight1,Drive_chain1,Fuel1,Consump_comb1,Consump_city1,Consump_country1,CO2_Emission1,Comfort_point1,Entertainment_point1,Extras_point1,Safety_point1,Gears1
Sedans,15980,VAT deductible,Audi,A1,1.0,8217.0,1.6684931506849314,60.0,Used,White,Cloth,4.0,4.0,Manual,1.0,3.0,1135.0,front,Gasoline,4.4,4.4,4.4,104.0,7.0,2.0,3.0,8.0,5.0
Sedans,15980,VAT deductible,Audi,A1,1.4,11940.0,2.5863013698630137,66.0,Demonstration,Blue,Cloth,5.0,5.0,Manual,1.4,3.0,1205.0,front,Diesel,3.7,3.7,3.7,98.0,14.0,,1.0,13.0,
Sedans,15980,VAT deductible,Audi,A1,1.4,25268.0,1.5013698630136987,66.0,Used,Red,Cloth,5.0,5.0,Manual,1.4,,,,Diesel,3.9,3.9,3.9,10.0,15.0,8.0,3.0,13.0,5.0
Sedans,15980,VAT deductible,Audi,A1,1.4,19546.0,1.5863013698630137,66.0,Used,Black,Cloth,5.0,5.0,Manual,1.4,,,,Diesel,3.9,3.9,3.9,10.0,15.0,8.0,3.0,13.0,5.0
Compact,15980,VAT deductible,Audi,A1,1.9,43200.0,2.5013698630136987,70.0,Used,Blue,Cloth,4.0,4.0,Manual,1.0,,,,Gasoline,4.4,4.4,4.4,10.0,10.0,5.0,5.0,14.0,
Sedans,15980,VAT deductible,Audi,A1,1.4,26704.0,1.4191780821917808,66.0,Employee's car,Blue,Cloth,5.0,4.0,Manual,1.4,,1345.0,,Diesel,4.1,4.1,4.1,109.0,17.0,5.0,3.0,14.0,
Compact,15980,VAT deductible,Audi,A1,1.0,39680.0,2.5863013698630137,60.0,Used,White,Cloth,2.0,4.0,Manual,1.0,,,,Gasoline,4.4,4.4,4.4,104.0,14.0,4.0,2.0,14.0,
Sedans,15980,VAT deductible,Audi,A1,1.0,17000.0,1.5013698630136987,60.0,Used,Beige,Cloth,5.0,4.0,Manual,1.0,3.0,1135.0,front,Gasoline,4.4,4.4,4.4,104.0,12.0,3.0,3.0,9.0,5.0
Sedans,15980,VAT deductible,Audi,A1,1.0,2943.0,1.5013698630136987,60.0,Used,Silver,Cloth,5.0,5.0,Manual,1.0,,1135.0,,Gasoline,4.2,4.2,4.2,97.0,13.0,5.0,4.0,12.0,5.0
Compact,15980,,Audi,A1,1.0,15648.0,2.419178082191781,70.0,Used,Black,Cloth,3.0,4.0,Manual,1.0,3.0,,front,Gasoline,4.4,4.4,4.4,10.0,5.0,7.0,4.0,13.0,5.0
Sedans,15976,VAT deductible,Audi,A1,1.4,11677.0,1.5863013698630137,66.0,Used,Black,Cloth,4.0,5.0,Manual,1.4,3.0,,front,Diesel,3.9,3.9,3.9,10.0,17.0,8.0,4.0,14.0,
Compact,15975,VAT deductible,Audi,A1,1.0,9371.0,2.0821917808219177,70.0,Used,Black,Cloth,2.0,5.0,Manual,1.0,,,,Gasoline,,,,,11.0,4.0,3.0,13.0,
Sedans,15972,VAT deductible,Audi,A1,1.4,24886.0,1.4191780821917808,66.0,Used,Blue,Cloth,4.0,5.0,Manual,1.4,3.0,,front,Diesel,3.9,3.9,3.9,10.0,17.0,8.0,4.0,14.0,
Sedans,15972,VAT deductible,Audi,A1,1.4,20772.0,1.5013698630136987,66.0,Used,Black,Cloth,4.0,5.0,Manual,1.4,3.0,,front,Diesel,3.9,3.9,3.9,10.0,17.0,8.0,4.0,14.0,
Sedans,15972,VAT deductible,Audi,A1,1.4,26920.0,1.4191780821917808,66.0,Used,Grey,Cloth,4.0,5.0,Manual,1.4,3.0,,front,Diesel,3.9,3.9,3.9,10.0,17.0,8.0,4.0,14.0,
Sedans,15972,VAT deductible,Audi,A1,1.4,24517.0,1.4191780821917808,66.0,Used,Black,Cloth,4.0,5.0,Manual,1.4,3.0,,front,Diesel,3.9,3.9,3.9,10.0,17.0,8.0,4.0,14.0,
Compact,15970,VAT deductible,Audi,A1,1.4,25044.0,1.4191780821917808,66.0,Used,Grey,Cloth,4.0,5.0,Manual,1.4,,,,Diesel,4.1,4.1,4.1,108.0,17.0,5.0,3.0,15.0,
Sedans,15970,VAT deductible,Audi,A1,,16137.0,2.0821917808219177,66.0,Used,White,Cloth,2.0,4.0,Manual,1.4,3.0,,front,Diesel,3.8,3.8,3.8,99.0,15.0,5.0,3.0,13.0,
Compact,15970,VAT deductible,Audi,A1,1.4,14539.0,1.4191780821917808,66.0,Employee's car,Black,Cloth,5.0,4.0,Manual,1.4,,,,Diesel,4.1,4.1,4.1,109.0,17.0,5.0,2.0,14.0,
Sedans,15970,VAT deductible,Audi,A1,,15000.0,1.6684931506849314,60.0,Used,White,Cloth,5.0,4.0,Manual,1.0,3.0,,front,Gasoline,4.2,4.2,4.2,97.0,12.0,7.0,3.0,13.0,
Compact,15970,VAT deductible,Audi,A1,1.4,25416.0,1.3342465753424657,66.0,Employee's car,Blue,Cloth,5.0,4.0,Manual,1.4,,,,Diesel,4.1,4.1,4.1,109.0,17.0,5.0,2.0,14.0,
Sedans,21550,VAT deductible,Audi,A1,1.6,10.0,1.2493150684931507,85.0,Used,White,,5.0,5.0,Automatic,1.6,4.0,1660.0,,Diesel,3.9,3.9,3.9,107.0,6.0,1.0,1.0,10.0,7.0
Compact,21900,VAT deductible,Audi,A1,1.4,8279.0,1.4191780821917808,92.0,Used,Blue,Cloth,5.0,4.0,Automatic,1.4,4.0,1215.0,front,Gasoline,5.0,5.0,5.0,113.0,13.0,6.0,4.0,10.0,7.0
Sedans,21999,,Audi,A1,,3400.0,1.6684931506849314,92.0,Used,White,Part leather,4.0,4.0,Automatic,1.4,,,,Gasoline,5.1,5.1,5.1,117.0,15.0,5.0,2.0,16.0,
Compact,21995,VAT deductible,Audi,A1,1.4,7181.0,1.4191780821917808,93.0,Used,Blue,Cloth,5.0,5.0,Automatic,1.4,,,front,Gasoline,,,,,12.0,3.0,1.0,3.0,
Sedans,21990,,Audi,A1,1.0,19999.0,1.4191780821917808,71.0,Used,,,5.0,4.0,Automatic,1.0,,,,Gasoline,,,,,11.0,3.0,3.0,13.0,
Sedans,22000,,Audi,A1,,200.0,0.5013698630136987,85.0,Pre-registered,Grey,Cloth,5.0,5.0,Automatic,1.0,3.0,1230.0,front,Gasoline,4.8,4.8,4.8,108.0,14.0,8.0,3.0,17.0,7.0
Compact,22980,VAT deductible,Audi,A1,,3500.0,0.7534246575342466,85.0,Demonstration,Blue,Cloth,5.0,5.0,Automatic,1.0,3.0,1180.0,front,Gasoline,4.9,4.9,4.9,111.0,14.0,6.0,2.0,18.0,7.0
Compact,23550,VAT deductible,Audi,A1,1.0,22688.0,1.915068493150685,71.0,Used,White,Cloth,5.0,4.0,Automatic,1.0,3.0,1065.0,front,Gasoline,4.4,4.4,4.4,103.0,11.0,2.0,1.0,11.0,7.0
Sedans,22980,VAT deductible,Audi,A1,1.8,7987.0,1.5863013698630137,141.0,Used,Grey,Cloth,5.0,5.0,Automatic,1.8,4.0,,front,Gasoline,5.6,5.6,5.6,129.0,15.0,5.0,1.0,10.0,7.0
Sedans,23880,VAT deductible,Audi,A1,,6100.0,1.082191780821918,85.0,Demonstration,Red,Cloth,4.0,,Automatic,1.0,3.0,1200.0,front,Gasoline,4.8,4.8,4.8,110.0,17.0,8.0,2.0,14.0,
Sedans,23880,VAT deductible,Audi,A1,,3000.0,1.0,85.0,Demonstration,Red,Cloth,4.0,,Automatic,1.0,3.0,1180.0,front,Gasoline,4.8,4.8,4.8,110.0,14.0,4.0,2.0,14.0,
Compact,22950,VAT deductible,Audi,A1,1.0,20605.0,1.4191780821917808,71.0,Used,Black,Cloth,5.0,4.0,Automatic,1.0,3.0,1065.0,front,Gasoline,4.4,4.4,4.4,103.0,9.0,2.0,1.0,11.0,7.0
Compact,23540,VAT deductible,Audi,A1,1.0,,,85.0,New,White,Cloth,4.0,4.0,Automatic,1.0,,,,Gasoline,4.8,4.8,4.8,110.0,15.0,6.0,,13.0,
Compact,23500,VAT deductible,Audi,A1,1.6,20700.0,1.4191780821917808,85.0,Employee's car,Silver,Cloth,5.0,4.0,Automatic,1.6,4.0,,front,Diesel,3.7,3.7,3.7,97.0,6.0,6.0,1.0,13.0,7.0
Compact,16100,VAT deductible,Audi,A1,1.6,22210.0,1.6684931506849314,85.0,Used,Grey,Cloth,5.0,5.0,Manual,1.6,4.0,1250.0,front,Diesel,3.7,3.7,3.7,98.0,11.0,2.0,2.0,12.0,5.0
Sedans,16261,VAT deductible,Audi,A1,1.4,26749.0,1.4191780821917808,66.0,Used,Red,Cloth,4.0,5.0,Manual,1.4,3.0,,front,Diesel,3.9,3.9,3.9,10.0,17.0,8.0,4.0,14.0,
Sedans,16000,,Audi,A1,1.0,12000.0,1.3342465753424657,70.0,Used,Grey,,5.0,4.0,Manual,1.0,3.0,1135.0,,Gasoline,4.2,4.2,4.2,97.0,5.0,2.0,3.0,15.0,5.0
Compact,16249,,Audi,A1,1.0,16066.0,1.5013698630136987,60.0,Used,Black,Cloth,3.0,4.0,Manual,1.0,3.0,1110.0,,Gasoline,,,,,7.0,1.0,1.0,7.0,5.0
Compact,16240,VAT deductible,Audi,A1,1.0,10840.0,1.7534246575342465,60.0,Used,Red,Cloth,5.0,,Manual,0.9,,,front,Gasoline,4.2,4.2,4.2,98.0,14.0,7.0,3.0,11.0,
Compact,16370,VAT deductible,Audi,A1,1.0,6381.0,1.4191780821917808,60.0,Used,Red,Cloth,5.0,4.0,Manual,1.0,3.0,,front,Gasoline,4.4,4.4,4.4,10.0,12.0,6.0,4.0,11.0,5.0
Sedans,16000,Price negotiable,Audi,A1,1.6,19000.0,1.7534246575342465,85.0,Used,Blue,,5.0,4.0,Manual,1.6,4.0,1250.0,,Diesel,3.8,3.8,3.8,99.0,4.0,4.0,,10.0,5.0
Compact,16370,VAT deductible,Audi,A1,1.0,6141.0,1.6684931506849314,60.0,Used,Blue,Cloth,5.0,4.0,Manual,1.0,3.0,,front,Gasoline,4.4,4.4,4.4,10.0,13.0,7.0,4.0,11.0,5.0
Sedans,16400,VAT deductible,Audi,A1,1.0,24336.0,1.7534246575342465,70.0,Used,Grey,,5.0,5.0,Manual,1.0,3.0,1580.0,,Gasoline,4.3,4.3,4.3,98.0,8.0,1.0,1.0,10.0,5.0
Sedans,16400,,Audi,A1,1.6,10703.0,1.83013698630137,85.0,Used,Blue,,5.0,5.0,Manual,1.6,4.0,1695.0,,Diesel,3.7,3.7,3.7,98.0,6.0,1.0,1.0,11.0,5.0
Compact,16400,,Audi,A1,1.0,33360.0,1.915068493150685,70.0,Used,Grey,,5.0,4.0,Manual,1.0,,1285.0,front,Gasoline,4.4,4.4,4.4,104.0,9.0,3.0,1.0,12.0,
Sedans,16380,VAT deductible,Audi,A1,1.0,11900.0,1.915068493150685,70.0,Used,Red,Cloth,5.0,5.0,Manual,1.0,3.0,,front,Gasoline,5.1,5.1,5.1,114.0,14.0,6.0,2.0,10.0,5.0
Sedans,16390,VAT deductible,Audi,A1,1.0,23800.0,1.4191780821917808,70.0,Used,Blue,Cloth,5.0,4.0,Manual,1.0,3.0,,front,Gasoline,4.2,4.2,4.2,97.0,14.0,8.0,4.0,12.0,
Sedans,16390,VAT deductible,Audi,A1,1.4,22100.0,1.4191780821917808,66.0,Used,Black,Cloth,5.0,5.0,Manual,1.4,,,,Diesel,3.9,3.9,3.9,10.0,17.0,8.0,3.0,13.0,5.0
Compact,16445,VAT deductible,Audi,A1,1.4,19181.0,1.5013698630136987,66.0,Employee's car,Black,Cloth,5.0,5.0,Manual,1.4,,1195.0,front,Diesel,3.9,3.9,3.9,10.0,17.0,8.0,4.0,14.0,
Compact,16445,VAT deductible,Audi,A1,1.4,26619.0,1.4191780821917808,66.0,Employee's car,Black,Cloth,5.0,5.0,Manual,1.4,,1195.0,front,Diesel,3.9,3.9,3.9,10.0,17.0,8.0,4.0,14.0,
Compact,16445,VAT deductible,Audi,A1,1.4,20321.0,1.4191780821917808,66.0,Employee's car,White,Cloth,5.0,5.0,Manual,1.4,,1195.0,front,Diesel,3.9,3.9,3.9,10.0,17.0,8.0,4.0,14.0,
Sedans,16430,VAT deductible,Audi,A1,1.4,10784.0,1.83013698630137,66.0,Used,Black,Cloth,5.0,4.0,Manual,1.4,,1345.0,,Diesel,4.1,4.1,4.1,109.0,16.0,6.0,3.0,14.0,
Compact,16430,VAT deductible,Audi,A1,1.4,24193.0,1.5863013698630137,66.0,Used,Black,Cloth,5.0,4.0,Manual,1.4,3.0,1195.0,front,Diesel,4.1,4.1,4.1,107.0,17.0,8.0,5.0,15.0,5.0
Compact,16440,VAT deductible,Audi,A1,1.4,22680.0,1.4191780821917808,66.0,Used,Black,Cloth,5.0,5.0,Manual,1.4,3.0,1195.0,front,Diesel,4.1,4.1,4.1,109.0,17.0,8.0,3.0,14.0,5.0
Compact,16430,VAT deductible,Audi,A1,1.4,26512.0,1.4191780821917808,66.0,Used,Red,Cloth,5.0,4.0,Manual,1.4,3.0,1195.0,front,Diesel,4.1,4.1,4.1,107.0,17.0,8.0,5.0,15.0,5.0
Sedans,16430,VAT deductible,Audi,A1,1.4,23528.0,1.4191780821917808,66.0,Employee's car,Black,Cloth,5.0,4.0,Manual,1.4,,1195.0,,Diesel,4.1,4.1,4.1,109.0,17.0,6.0,3.0,14.0,
Sedans,16440,VAT deductible,Audi,A1,1.0,20600.0,1.7534246575342465,70.0,Used,Grey,Cloth,5.0,4.0,Manual,1.0,3.0,1135.0,front,Gasoline,4.4,4.4,4.4,104.0,14.0,3.0,2.0,8.0,5.0
Compact,16430,VAT deductible,Audi,A1,1.4,26731.0,1.4191780821917808,66.0,Used,Blue,Cloth,5.0,4.0,Manual,1.4,3.0,1195.0,front,Diesel,4.1,4.1,4.1,107.0,17.0,8.0,5.0,15.0,5.0
Compact,16430,VAT deductible,Audi,A1,1.4,20413.0,1.3342465753424657,66.0,Used,Black,Cloth,5.0,5.0,Manual,1.4,3.0,1195.0,front,Diesel,4.1,4.1,4.1,107.0,17.0,8.0,5.0,15.0,5.0
Compact,16470,VAT deductible,Audi,A1,1.4,22664.0,1.4191780821917808,66.0,Employee's car,White,Cloth,5.0,5.0,Manual,1.4,,,,Diesel,4.1,4.1,4.1,109.0,17.0,5.0,3.0,14.0,
Compact,16405,VAT deductible,Audi,A1,1.4,19894.0,1.915068493150685,66.0,Used,Blue,Cloth,5.0,5.0,Manual,1.4,,1195.0,front,Diesel,3.9,3.9,3.9,10.0,17.0,8.0,4.0,14.0,
Sedans,16472,VAT deductible,Audi,A1,1.0,3053.0,1.4191780821917808,60.0,Employee's car,Red,Cloth,4.0,5.0,Manual,1.0,3.0,,front,Gasoline,4.2,4.2,4.2,97.0,16.0,7.0,4.0,13.0,
Compact,16470,VAT deductible,Audi,A1,1.0,5907.0,1.5863013698630137,70.0,Used,Silver,Cloth,5.0,4.0,Manual,1.0,,1285.0,,Gasoline,4.4,4.4,4.4,104.0,16.0,5.0,3.0,13.0,
Compact,16470,VAT deductible,Audi,A1,1.4,20407.0,1.4191780821917808,66.0,Employee's car,White,Cloth,5.0,4.0,Manual,1.4,,1345.0,,Diesel,4.1,4.1,4.1,109.0,17.0,5.0,3.0,14.0,
Compact,16450,VAT deductible,Audi,A1,1.0,7500.0,1.3342465753424657,70.0,Demonstration,Red,Cloth,4.0,5.0,Manual,1.0,,,,Gasoline,4.2,4.2,4.2,97.0,15.0,7.0,,13.0,
Sedans,16450,VAT deductible,Audi,A1,1.0,25468.0,1.5013698630136987,70.0,Used,Blue,Cloth,4.0,4.0,Manual,1.0,3.0,,front,Gasoline,4.2,4.2,4.2,97.0,14.0,6.0,3.0,12.0,
Sedans,16450,VAT deductible,Audi,A1,1.4,17671.0,1.5013698630136987,66.0,Employee's car,Blue,Cloth,4.0,5.0,Manual,1.4,,,,Diesel,3.9,3.9,3.9,10.0,17.0,7.0,4.0,13.0,
Compact,16450,VAT deductible,Audi,A1,1.0,8100.0,1.5013698630136987,70.0,Used,White,Cloth,4.0,5.0,Manual,1.0,,,,Gasoline,4.4,4.4,4.4,10.0,14.0,3.0,4.0,13.0,
Sedans,16450,VAT deductible,Audi,A1,1.0,7478.0,1.4191780821917808,60.0,Employee's car,Blue,Cloth,5.0,5.0,Manual,1.0,,,front,Gasoline,4.2,4.2,4.2,97.0,15.0,7.0,3.0,13.0,
Sedans,16448,VAT deductible,Audi,A1,1.0,9647.0,1.5863013698630137,70.0,Employee's car,White,Cloth,4.0,5.0,Manual,1.0,3.0,,front,Gasoline,4.2,4.2,4.2,97.0,14.0,7.0,4.0,14.0,
Compact,16445,VAT deductible,Audi,A1,1.4,26307.0,1.7534246575342465,66.0,Used,White,Cloth,5.0,5.0,Manual,1.4,,1195.0,front,Diesel,3.9,3.9,3.9,10.0,17.0,8.0,4.0,14.0,
Compact,16390,VAT deductible,Audi,A1,1.4,26700.0,1.4191780821917808,66.0,Used,Black,Cloth,4.0,5.0,Manual,1.4,3.0,,front,Diesel,3.9,3.9,3.9,10.0,17.0,8.0,4.0,16.0,
Compact,16445,VAT deductible,Audi,A1,1.4,23934.0,1.915068493150685,66.0,Used,Black,Cloth,5.0,5.0,Manual,1.4,,1195.0,front,Diesel,3.9,3.9,3.9,10.0,17.0,8.0,4.0,14.0,
Compact,16445,VAT deductible,Audi,A1,1.4,26596.0,1.83013698630137,66.0,Used,Black,Cloth,5.0,5.0,Manual,1.4,,1195.0,front,Diesel,3.9,3.9,3.9,10.0,17.0,8.0,4.0,14.0,
Compact,16445,VAT deductible,Audi,A1,1.4,23987.0,1.915068493150685,66.0,Used,Black,Cloth,5.0,5.0,Manual,1.4,,1195.0,front,Diesel,3.9,3.9,3.9,10.0,17.0,8.0,4.0,14.0,
Compact,16445,VAT deductible,Audi,A1,1.4,22511.0,1.83013698630137,66.0,Used,Black,Cloth,5.0,5.0,Manual,1.4,,1195.0,front,Diesel,3.9,3.9,3.9,10.0,17.0,8.0,4.0,14.0,
Compact,16445,VAT deductible,Audi,A1,1.4,25542.0,1.915068493150685,66.0,Used,Black,Cloth,5.0,5.0,Manual,1.4,,1195.0,front,Diesel,3.9,3.9,3.9,10.0,17.0,8.0,4.0,14.0,
Compact,16445,VAT deductible,Audi,A1,1.4,26475.0,1.7534246575342465,66.0,Used,Blue,Cloth,5.0,5.0,Manual,1.4,,1195.0,front,Diesel,3.9,3.9,3.9,10.0,17.0,8.0,4.0,14.0,
Compact,16445,VAT deductible,Audi,A1,1.4,27763.0,1.5863013698630137,66.0,Used,Black,Cloth,5.0,5.0,Manual,1.4,,1195.0,front,Diesel,3.9,3.9,3.9,10.0,17.0,8.0,4.0,14.0,
Compact,16445,VAT deductible,Audi,A1,1.4,29884.0,1.5863013698630137,66.0,Used,Red,Cloth,5.0,5.0,Manual,1.4,,1195.0,front,Diesel,3.9,3.9,3.9,10.0,17.0,8.0,4.0,14.0,
Compact,16445,VAT deductible,Audi,A1,1.0,12494.0,1.4191780821917808,70.0,Employee's car,Silver,Cloth,5.0,5.0,Manual,1.0,,,front,Gasoline,4.2,4.2,4.2,97.0,16.0,7.0,3.0,13.0,
Compact,15990,VAT deductible,Audi,A1,1.0,1001.0,1.2493150684931507,60.0,Used,Black,Cloth,2.0,4.0,Manual,1.0,3.0,1110.0,front,Gasoline,4.4,4.4,4.4,104.0,4.0,1.0,,7.0,5.0
Compact,16100,VAT deductible,Audi,A1,1.0,23687.0,1.7534246575342465,70.0,Used,Grey,Cloth,5.0,5.0,Manual,1.0,3.0,1135.0,front,Gasoline,4.3,4.3,4.3,98.0,12.0,2.0,2.0,12.0,5.0
Sedans,15990,VAT deductible,Audi,A1,1.0,8900.0,1.5863013698630137,60.0,Employee's car,Red,Cloth,5.0,5.0,Manual,1.0,3.0,,front,Gasoline,4.2,4.2,4.2,97.0,15.0,6.0,4.0,13.0,
Sedans,15990,VAT deductible,Audi,A1,1.4,26800.0,1.5863013698630137,66.0,Used,Blue,Cloth,5.0,5.0,Manual,1.4,3.0,,front,Diesel,3.9,3.9,3.9,10.0,17.0,6.0,4.0,14.0,
Sedans,15990,VAT deductible,Audi,A1,1.0,26212.0,1.7534246575342465,70.0,Used,White,Cloth,4.0,,Manual,1.0,3.0,,front,Gasoline,5.1,5.1,5.1,114.0,14.0,8.0,4.0,12.0,
Compact,15990,VAT deductible,Audi,A1,1.4,17922.0,1.5013698630136987,66.0,Used,White,Cloth,5.0,5.0,Manual,1.4,,,front,Diesel,4.1,4.1,4.1,109.0,17.0,8.0,5.0,15.0,
Sedans,15990,VAT deductible,Audi,A1,1.4,26600.0,1.4191780821917808,66.0,Used,Black,Cloth,5.0,5.0,Manual,1.4,3.0,,front,Diesel,3.9,3.9,3.9,10.0,17.0,8.0,4.0,13.0,
Sedans,16360,VAT deductible,Audi,A1,1.0,9999.0,1.6684931506849314,70.0,Used,Black,Cloth,5.0,5.0,Manual,1.0,3.0,,front,Gasoline,5.1,5.1,5.1,114.0,11.0,5.0,1.0,10.0,5.0
Sedans,16321,VAT deductible,Audi,A1,1.4,22212.0,1.5013698630136987,66.0,Used,Red,Cloth,4.0,5.0,Manual,1.4,3.0,,front,Diesel,3.9,3.9,3.9,10.0,17.0,8.0,4.0,14.0,
Sedans,16321,VAT deductible,Audi,A1,1.4,24909.0,1.4191780821917808,66.0,Used,Red,Cloth,4.0,5.0,Manual,1.4,3.0,,front,Diesel,3.9,3.9,3.9,10.0,17.0,8.0,4.0,14.0,
Sedans,16300,VAT deductible,Audi,A1,1.4,7756.0,1.4191780821917808,66.0,Employee's car,Silver,Cloth,3.0,4.0,Manual,1.4,3.0,,front,Diesel,3.6,3.6,3.6,94.0,16.0,5.0,2.0,14.0,5.0
Sedans,16300,VAT deductible,Audi,A1,1.0,25800.0,1.7534246575342465,70.0,Used,White,,5.0,5.0,Manual,1.0,3.0,1580.0,,Gasoline,4.3,4.3,4.3,98.0,7.0,1.0,1.0,10.0,5.0
Compact,16370,VAT deductible,Audi,A1,1.0,4100.0,1.5013698630136987,60.0,Used,Black,Cloth,5.0,4.0,Manual,1.0,3.0,,front,Gasoline,4.4,4.4,4.4,10.0,13.0,6.0,4.0,11.0,5.0
Sedans,16300,VAT deductible,Audi,A1,1.0,16147.0,1.5863013698630137,70.0,Used,Grey,,5.0,5.0,Manual,1.0,3.0,1580.0,,Gasoline,4.3,4.3,4.3,98.0,7.0,1.0,1.0,10.0,5.0
Sedans,16300,VAT deductible,Audi,A1,1.0,17442.0,1.7534246575342465,70.0,Used,Red,,5.0,5.0,Manual,1.0,3.0,1580.0,,Gasoline,4.3,4.3,4.3,98.0,7.0,1.0,1.0,10.0,5.0
Station wagon,16290,VAT deductible,Audi,A1,1.4,26292.0,1.4191780821917808,66.0,Used,Black,Cloth,5.0,5.0,Manual,1.4,3.0,1205.0,front,Diesel,3.9,3.9,3.9,10.0,17.0,7.0,2.0,13.0,5.0
Sedans,16290,VAT deductible,Audi,A1,1.4,26738.0,1.4191780821917808,66.0,Used,Black,Cloth,4.0,5.0,Manual,1.4,,,,Diesel,3.9,3.9,3.9,10.0,17.0,7.0,4.0,13.0,
Sedans,16280,VAT deductible,Audi,A1,1.0,10600.0,1.7534246575342465,70.0,Used,Red,Cloth,5.0,4.0,Manual,1.0,3.0,1135.0,front,Gasoline,4.4,4.4,4.4,104.0,14.0,3.0,3.0,9.0,5.0
Sedans,16261,VAT deductible,Audi,A1,1.4,26077.0,1.5013698630136987,66.0,Used,Black,Cloth,4.0,5.0,Manual,1.4,3.0,,front,Diesel,3.9,3.9,3.9,10.0,17.0,8.0,4.0,14.0,
Sedans,16261,VAT deductible,Audi,A1,1.4,27634.0,1.4191780821917808,66.0,Used,Red,Cloth,4.0,5.0,Manual,1.4,3.0,,front,Diesel,3.9,3.9,3.9,10.0,17.0,8.0,4.0,14.0,
Sedans,16261,VAT deductible,Audi,A1,1.4,26126.0,1.4191780821917808,66.0,Used,White,Cloth,4.0,5.0,Manual,1.4,3.0,,front,Diesel,3.9,3.9,3.9,10.0,17.0,8.0,4.0,14.0,
Compact,16270,VAT deductible,Audi,A1,1.0,12411.0,1.5013698630136987,60.0,Used,White,Cloth,5.0,4.0,Manual,1.0,3.0,,front,Gasoline,4.4,4.4,4.4,10.0,12.0,6.0,4.0,11.0,5.0
Sedans,16261,VAT deductible,Audi,A1,1.4,25862.0,1.4191780821917808,66.0,Used,Grey,Cloth,4.0,5.0,Manual,1.4,3.0,,front,Diesel,3.9,3.9,3.9,10.0,17.0,8.0,4.0,14.0,
Sedans,16261,VAT deductible,Audi,A1,1.4,23926.0,1.5013698630136987,66.0,Used,Blue,Cloth,4.0,5.0,Manual,1.4,3.0,,front,Diesel,3.9,3.9,3.9,10.0,17.0,8.0,4.0,14.0,
Sedans,16261,VAT deductible,Audi,A1,1.4,26977.0,1.5013698630136987,66.0,Used,Black,Cloth,4.0,5.0,Manual,1.4,3.0,,front,Diesel,3.9,3.9,3.9,10.0,17.0,8.0,4.0,14.0,
Compact,16261,VAT deductible,Audi,A1,1.4,24296.0,1.5013698630136987,66.0,Used,Black,Cloth,4.0,5.0,Manual,1.4,3.0,,front,Diesel,3.9,3.9,3.9,10.0,17.0,8.0,4.0,14.0,
Compact,16250,VAT deductible,Audi,A1,1.6,9883.0,1.167123287671233,85.0,Used,White,Cloth,5.0,4.0,Manual,1.6,,1250.0,,Diesel,3.8,3.8,3.8,99.0,11.0,5.0,1.0,12.0,5.0
Compact,16240,VAT deductible,Audi,A1,1.0,7312.0,1.6684931506849314,60.0,Used,Beige,Cloth,5.0,,Manual,0.9,,,front,Gasoline,4.2,4.2,4.2,98.0,14.0,6.0,3.0,11.0,
Sedans,16240,VAT deductible,Audi,A1,1.4,26180.0,1.5863013698630137,66.0,Used,White,Cloth,5.0,5.0,Manual,1.4,3.0,1195.0,front,Diesel,4.1,4.1,4.1,109.0,17.0,8.0,3.0,14.0,5.0
Compact,16220,,Audi,A1,,,,70.0,New,,,5.0,5.0,Manual,1.0,3.0,1165.0,front,Gasoline,4.0,4.0,4.0,,,,,,5.0
Compact,16220,,Audi,A1,,,,70.0,New,,,5.0,5.0,Manual,1.0,3.0,1165.0,front,Gasoline,4.0,4.0,4.0,,,,,,5.0
Sedans,16210,VAT deductible,Audi,A1,1.0,6400.0,1.7534246575342465,60.0,Used,Red,Cloth,5.0,4.0,Manual,1.0,3.0,1135.0,front,Gasoline,,,,,14.0,6.0,2.0,13.0,
Sedans,16200,VAT deductible,Audi,A1,1.4,18000.0,1.83013698630137,66.0,Employee's car,Grey,Cloth,3.0,4.0,Manual,1.4,3.0,1120.0,front,Diesel,3.4,3.4,3.4,89.0,13.0,7.0,2.0,16.0,5.0
Sedans,16200,VAT deductible,Audi,A1,1.0,22000.0,1.915068493150685,70.0,Employee's car,White,Cloth,3.0,4.0,Manual,1.0,3.0,1035.0,,Gasoline,4.2,4.2,4.2,97.0,11.0,6.0,1.0,11.0,5.0
Sedans,16200,VAT deductible,Audi,A1,1.0,12736.0,1.7534246575342465,70.0,Used,Blue,Cloth,5.0,5.0,Manual,1.0,3.0,1580.0,,Gasoline,4.3,4.3,4.3,98.0,7.0,1.0,1.0,10.0,5.0
Sedans,16200,VAT deductible,Audi,A1,1.0,14936.0,1.7534246575342465,70.0,Used,Blue,,5.0,5.0,Manual,1.0,3.0,1580.0,,Gasoline,4.3,4.3,4.3,98.0,7.0,1.0,1.0,10.0,5.0
Sedans,16200,VAT deductible,Audi,A1,1.0,15577.0,1.7534246575342465,70.0,Used,Blue,,5.0,5.0,Manual,1.0,3.0,1580.0,,Gasoline,4.3,4.3,4.3,98.0,7.0,1.0,1.0,10.0,5.0
